,Geo_FIPS,Geo_TRACT,r_concentrated_disadvantage,r_commute_time,r_median_household_income,a_total_population,a_pop_below_18,a_pop_between_18_34,a_pop_between_34_65,a_pop_over_65,a_occupied_households,a_family_households,a_nonfamily_households,r_average_household_size,r_population_density,a_householder_less_than_high_school,a_householder_high_school_degree,a_householder_some_college,a_householder_bachelors_degree,a_older_than_3_in_school,a_older_than_3_not_in_school,a_not_high_school_grad,a_high_school_grad,a_employed,a_unemployed,a_not_in_labor_force,r_median_house_value,a_30_49_percet_income_to_rent,a_over_50_percent_income_to_rent,a_commuters_by_car_truck_van,a_commuters_by_car_truck_van_alone,a_commuters_by_car_truck_van_carpool,a_children_living_with_single_parents,a_private_sector,a_public_sector,a_self_employed,a_private_non-profit,a_unpaid_family_workers,a_households_social_security_income,a_households_SsI,a_households_retirement_income,a_housing_units,a_vacant_units,a_total_cars
427,06037191110,191110,0.4235696108060434,25.0,36667.0,3476,170,843,1783,680,1074,392,682,2.06,33007.39,248,225,238,363,258,3183,0,66,1887,96,1350,612000.0,258,316,950,737,213,29,767,767,767,767,767,209,225,43,1206,132,2190
428,06037191120,191120,0.8279810342885001,30.0,38204.0,4068,648,1254,1516,650,1579,885,694,2.46,27751.41,363,252,342,622,953,3073,17,89,2053,318,1090,661500.0,416,416,1230,1082,148,138,1216,1216,1216,1216,1216,309,74,50,1682,103,3284
429,06037191201,191201,0.4432497359012759,22.0,45772.0,4352,405,1160,1903,884,1625,730,895,2.02,19696.07,243,346,528,508,653,3598,0,107,2533,137,1320,963200.0,412,397,1108,1010,98,198,1286,1286,1286,1286,1286,325,174,67,1828,203,3281
430,06037191203,191203,1.9386997798014216,28.0,26167.0,2466,364,676,1034,392,1158,621,537,2.13,31124.08,285,313,272,288,475,1947,0,133,1166,271,762,588000.0,155,467,720,654,66,231,897,897,897,897,897,234,146,65,1268,110,2148
431,06037191204,191204,0.3653107497619178,35.0,39769.0,2156,379,653,898,226,881,484,397,2.43,27769.14,168,164,260,289,406,1630,0,96,1176,92,535,661900.0,245,209,801,641,160,167,860,860,860,860,860,92,95,52,903,22,1897
432,06037191301,191301,0.3300898815436348,33.0,44750.0,2402,433,762,926,281,933,405,528,2.57,22743.53,250,139,208,336,577,1761,0,64,1432,13,565,483300.0,177,236,961,837,124,165,972,972,972,972,972,153,92,53,976,43,1951
433,06037191302,191302,0.35756306902749907,32.0,44306.0,2073,266,755,797,255,863,353,510,2.4,12708.28,96,210,198,359,415,1566,0,51,1146,108,572,580900.0,263,228,729,664,65,39,712,712,712,712,712,139,58,60,1009,146,1788
434,06037191410,191410,0.2027126174694616,35.0,31822.0,4932,1162,1511,1858,401,1662,926,736,2.83,41022.59,483,384,292,503,1225,3474,6,290,2478,176,1298,632800.0,492,484,1484,1304,180,344,1813,1813,1813,1813,1813,226,148,46,1826,164,3324
435,06037191420,191420,-0.2604227685865246,37.0,62073.0,3423,510,1403,1240,270,1172,623,549,2.92,39024.59,421,238,175,338,795,2534,0,109,2227,81,674,555200.0,307,244,1395,1242,153,207,1683,1683,1683,1683,1683,172,141,77,1225,53,2687
436,06037191500,191500,0.3653340504793954,38.0,47500.0,5776,922,1856,2268,730,1714,1133,581,3.34,23324.2,465,420,388,441,1284,4299,23,261,3240,291,1402,737900.0,500,372,2015,1840,175,338,2500,2500,2500,2500,2500,402,150,118,1827,113,4082
437,06037191610,191610,0.7822979823600271,36.0,44781.0,4208,873,1242,1740,353,1436,893,543,2.89,26078.05,446,195,488,307,965,3062,0,132,2336,236,806,847600.0,255,435,1523,1359,164,387,1661,1661,1661,1661,1661,169,97,111,1567,131,3088
438,06037191620,191620,1.2965041939613888,39.0,28229.0,2691,530,797,842,522,1137,614,523,2.33,30455.13,369,204,281,283,621,2039,14,89,1163,221,836,864100.0,286,523,640,609,31,360,867,867,867,867,867,237,133,64,1255,118,2179
439,06037191710,191710,0.6912797652366424,31.0,28464.0,2734,459,885,1098,292,1133,624,509,2.41,10039.71,363,295,182,293,542,2072,12,126,1428,129,767,691700.0,220,348,829,782,47,180,1053,1053,1053,1053,1053,244,83,64,1340,207,2347
440,06037191720,191720,0.5649889441011552,36.0,27083.0,3459,858,975,1303,323,1234,736,498,2.8,33892.75,535,236,214,249,1077,2281,0,114,1744,142,790,601200.0,166,536,857,747,110,440,1244,1244,1244,1244,1244,245,43,31,1380,146,2277
441,06037191810,191810,0.44389033087399377,31.0,47344.0,3417,667,1102,1445,203,1230,627,603,2.78,21892.58,347,131,348,404,945,2360,0,170,1921,216,728,693800.0,336,440,1209,1191,18,274,1430,1430,1430,1430,1430,125,57,41,1412,182,2877
442,06037191820,191820,-0.27840109266259483,37.0,64167.0,3095,363,1333,1170,229,1352,501,851,2.28,19805.58,219,213,235,685,579,2454,31,134,2225,83,505,593400.0,192,316,1599,1494,105,129,1742,1742,1742,1742,1742,194,86,37,1556,204,3227
443,06037191901,191901,0.30936767104359886,34.0,53173.0,2841,194,1451,952,244,1663,444,1219,1.71,9516.978000000001,120,251,525,767,437,2379,0,65,1952,175,537,643200.0,419,444,1509,1367,142,64,1491,1491,1491,1491,1491,166,95,52,1903,240,3563
444,06037191902,191902,-0.7803741618035229,29.0,90221.0,2671,429,867,1053,322,1345,486,859,1.98,9524.768,65,81,335,864,555,2082,0,56,1795,29,452,1104300.0,125,219,1360,1353,7,116,1127,1127,1127,1127,1127,203,29,106,1601,256,3404
445,06037192001,192001,0.1984073587926982,25.0,65250.0,2410,282,787,913,428,1162,382,780,1.85,11759.83,8,117,279,758,334,2051,0,85,1418,128,639,1003500.0,280,205,1045,995,50,41,852,852,852,852,852,177,91,76,1333,171,2649
446,06037192002,192002,0.2141977561747201,29.0,106271.0,2596,277,815,1137,367,1227,420,807,2.06,7833.397,17,120,234,856,287,2262,0,84,1698,209,485,1077200.0,168,158,1346,1231,115,24,1163,1163,1163,1163,1163,216,9,100,1442,215,3083
447,06037192300,192300,-0.14409553168785136,29.0,100938.0,2475,228,769,1114,364,1378,484,894,1.8,7288.531999999999,34,103,257,984,261,2157,6,33,1648,95,510,1036000.0,172,192,1250,1131,119,11,1066,1066,1066,1066,1066,243,0,128,1725,347,3310
448,06037192410,192410,-0.28179101622121866,32.0,74118.0,3757,551,1166,1574,466,1650,685,965,2.28,14228.1,66,130,392,1062,803,2871,0,166,2274,115,919,1008400.0,221,293,1710,1619,91,90,1482,1482,1482,1482,1482,315,55,84,1893,243,4204
449,06037192420,192420,-0.44305368893772523,33.0,59046.0,4101,662,1637,1519,283,1363,801,562,2.99,32691.12,266,256,276,565,918,3013,0,104,2576,107,773,657100.0,275,341,2087,1997,90,143,1851,1851,1851,1851,1851,147,16,42,1481,118,3327
450,06037192510,192510,-0.0671023841768442,28.0,48218.0,3873,840,939,1650,444,1247,881,366,3.09,29438.07,390,175,320,362,1007,2731,0,168,1975,111,1030,637100.0,279,406,1728,1551,177,228,1340,1340,1340,1340,1340,208,63,49,1289,42,3076
451,06037192520,192520,-0.23707052729314457,34.0,43531.0,5298,1373,1507,2043,375,1539,1175,364,3.44,44579.67,529,428,206,376,1378,3670,21,302,2903,66,1119,641100.0,439,381,1864,1709,155,472,1904,1904,1904,1904,1904,245,48,61,1705,166,3612
452,06037192610,192610,0.4333053609686525,35.0,36116.0,4117,787,1472,1358,500,1406,709,697,2.9,25668.69,316,473,270,347,937,3028,0,170,2245,166,962,919100.0,482,360,1405,1305,100,285,1691,1691,1691,1691,1691,243,87,18,1623,217,2938
453,06037192620,192620,-0.4726486255548575,34.0,36722.0,3747,870,1121,1514,242,1150,793,357,3.22,39845.15,370,333,277,170,919,2587,0,151,1828,83,1052,733000.0,473,259,1104,1054,50,130,1369,1369,1369,1369,1369,144,51,24,1337,187,2633
454,06037192700,192700,0.4487195503785286,32.0,47331.0,3717,564,1410,1340,403,1057,670,387,3.11,18122.92,297,211,287,262,974,2729,0,196,1918,212,1099,716200.0,225,324,1330,1232,98,188,1377,1377,1377,1377,1377,205,54,39,1186,129,2721
455,06037194101,194101,-0.4569937889006991,26.0,83180.0,3343,433,994,1548,368,1617,639,978,2.07,3405.103,0,150,324,1143,730,2568,0,63,2075,125,716,2000001.0,287,359,1564,1468,96,82,1049,1049,1049,1049,1049,234,62,64,1918,301,4141
456,06037194102,194102,-0.511266253662735,33.0,126799.0,3365,442,678,1529,716,1553,848,705,2.17,2489.718,22,196,264,1071,483,2736,0,80,1908,194,874,1653500.0,65,104,1446,1403,43,92,1061,1061,1061,1061,1061,429,7,222,1699,146,4374
457,06037194200,194200,-0.4336897377873846,31.0,137546.0,3489,644,551,1809,485,1541,764,777,2.26,3471.272,40,129,264,1108,621,2738,0,59,2114,173,617,1559800.0,29,61,1527,1423,104,77,1092,1092,1092,1092,1092,354,10,190,2003,462,4190
458,06037194300,194300,-1.0029107430773982,31.0,191563.0,3303,566,454,1854,429,1472,798,674,2.24,3461.913,0,193,186,1093,695,2560,0,156,2014,67,739,2000001.0,126,69,1261,1219,42,68,853,853,853,853,853,288,26,154,1704,232,4145
459,06037194401,194401,-0.13986355436590336,29.0,84167.0,2490,158,865,1137,330,1222,449,773,1.9,13846.4,12,109,221,880,351,2107,0,13,1689,123,533,1345100.0,231,235,1118,1048,70,32,1142,1142,1142,1142,1142,109,89,73,1387,165,2915
460,06037194402,194402,-0.48890633030675024,26.0,98333.0,3694,227,1322,1617,528,2060,532,1528,1.78,16238.86,42,100,527,1391,326,3336,0,0,2894,81,492,904700.0,401,331,2279,2154,125,53,1917,1917,1917,1917,1917,281,27,116,2178,118,5183
461,06037194500,194500,0.049847883307552146,29.0,109167.0,1969,257,523,825,364,956,425,531,2.0,7441.093000000001,21,78,222,635,308,1598,0,35,1101,94,538,1626500.0,127,103,883,847,36,71,608,608,608,608,608,164,42,58,1114,158,2397
462,06037195100,195100,0.009575550902587215,29.0,124536.0,5013,946,945,2320,802,1999,978,1021,2.37,8289.366,64,117,372,1446,1053,3882,0,142,2636,250,1292,1172600.0,180,65,2058,1966,92,80,1354,1354,1354,1354,1354,408,45,205,2186,187,5391
463,06037195201,195201,-0.05344436803457647,32.0,80833.0,3106,377,1000,1408,321,1666,517,1149,1.86,13389.12,41,181,446,998,489,2503,0,52,2037,87,639,966700.0,285,330,1482,1407,75,157,1166,1166,1166,1166,1166,232,74,91,1713,47,4000
464,06037195202,195202,-0.5735887990321974,32.0,106316.0,3315,605,725,1641,344,1450,744,706,2.29,9779.027,16,92,283,1059,660,2518,0,56,1958,145,623,1120300.0,144,135,1335,1250,85,90,877,877,877,877,877,217,9,159,1568,118,3784
465,06037195300,195300,0.2697436133768797,32.0,68819.0,3222,372,1154,1334,362,1397,597,800,2.3,14379.18,145,228,255,769,622,2496,0,96,1948,208,733,706300.0,311,263,1402,1318,84,45,1265,1265,1265,1265,1265,331,123,113,1594,197,3452
466,06037195400,195400,-0.15042738835403918,33.0,89668.0,4474,383,1429,2107,555,2243,723,1520,1.98,11246.34,59,294,482,1408,546,3877,0,124,3115,125,897,787300.0,354,321,2238,2124,114,0,1761,1761,1761,1761,1761,331,61,278,2459,216,5303
467,06037195500,195500,-0.2903816468222288,31.0,89830.0,5600,713,1750,2263,874,2364,1161,1203,2.37,11935.32,179,173,501,1511,977,4424,0,107,3430,147,1374,863800.0,218,195,2749,2414,335,84,2070,2070,2070,2070,2070,580,59,442,2500,136,6270
468,06037195600,195600,-0.11436779773384045,31.0,70870.0,3178,403,987,1365,423,1278,570,708,2.45,15601.3,267,113,314,584,524,2558,0,76,1951,122,770,809100.0,176,271,1399,1250,149,125,1081,1081,1081,1081,1081,293,43,111,1311,33,3245
469,06037195710,195710,0.8392426787896305,32.0,44911.0,4603,980,1562,1653,408,1365,819,546,3.0,24661.91,415,190,342,418,1198,3240,0,220,2178,229,1346,626500.0,284,323,1443,1115,328,414,1462,1462,1462,1462,1462,203,94,40,1433,68,3168
470,06037195720,195720,0.009707755803738588,37.0,45733.0,2079,271,651,841,316,849,394,455,2.42,18632.81,233,83,205,328,275,1692,0,28,1182,55,578,588400.0,164,198,746,553,193,106,784,784,784,784,784,210,92,72,979,130,1790
471,06037195802,195802,-0.025965694948018092,32.0,58981.0,2817,474,917,1057,369,926,563,363,3.04,18125.71,163,187,334,242,584,2134,12,69,1504,115,758,721700.0,161,225,1151,1050,101,195,1158,1158,1158,1158,1158,207,77,45,1035,109,2336
472,06037195803,195803,0.41086684867440115,28.0,68125.0,2724,345,1075,1059,245,1166,456,710,2.28,18694.43,159,110,275,622,524,2152,0,77,1742,148,527,906900.0,293,183,1286,1127,159,143,1087,1087,1087,1087,1087,149,80,51,1277,111,2833
473,06037195804,195804,-0.006495526805664231,31.0,67829.0,2600,345,977,946,332,991,391,600,2.6,20050.23,147,110,157,577,442,2101,0,63,1557,155,558,713000.0,149,118,1148,1099,49,85,1023,1023,1023,1023,1023,158,27,77,1177,186,2470
474,06037195901,195901,-0.07565763130268777,30.0,59063.0,2088,187,856,773,272,1059,326,733,1.92,18591.56,57,130,254,618,262,1787,5,45,1399,109,434,836500.0,276,221,888,835,53,51,855,855,855,855,855,139,23,54,1166,107,2252
475,06037195902,195902,0.03610219551512889,30.0,68036.0,1807,214,670,774,149,965,304,661,1.87,14114.91,42,66,164,693,355,1416,0,40,1136,98,371,850500.0,194,203,834,827,7,67,803,803,803,803,803,108,15,60,1066,101,2373
476,06037195903,195903,0.2681104528140569,31.0,52833.0,2165,300,787,891,187,906,397,509,2.39,23551.87,153,73,237,443,456,1670,0,95,1304,74,536,650900.0,159,200,1007,895,112,64,833,833,833,833,833,161,86,67,997,91,2216
477,06037197200,197200,-0.4462357537404823,33.0,54417.0,3831,692,965,1507,667,1181,852,329,3.24,13334.27,318,346,198,319,825,2872,0,119,2017,24,1216,434700.0,173,123,1760,1379,381,232,1282,1282,1282,1282,1282,418,119,142,1222,41,3037
478,06037197300,197300,-0.41669259291096666,29.0,81778.0,4080,365,1678,1600,437,1769,720,1049,2.3,16151.65,188,191,505,885,496,3506,0,64,2847,56,862,790200.0,248,226,2107,1974,133,89,1870,1870,1870,1870,1870,300,139,57,1824,55,4276
479,06037197410,197410,-0.3835693826672426,31.0,102631.0,4552,767,1254,2006,525,1711,938,773,2.66,8461.601999999999,138,221,419,933,758,3614,0,52,2814,89,902,873100.0,211,151,2082,1916,166,189,1613,1613,1613,1613,1613,338,51,137,1780,69,4869
480,06037197420,197420,-0.09255881009524322,31.0,60648.0,3580,462,1353,1410,355,1342,729,613,2.56,15062.52,297,128,334,583,800,2729,8,141,1886,132,1182,680100.0,192,238,1390,1301,89,121,1140,1140,1140,1140,1140,248,106,77,1438,96,3165
481,06037197500,197500,0.2914648792531924,29.0,64109.0,3738,582,1290,1359,507,1558,703,855,2.4,16644.33,364,131,275,788,693,3014,0,72,2392,182,612,883500.0,316,209,1607,1393,214,263,1674,1674,1674,1674,1674,280,114,55,1630,72,3525
482,06037197600,197600,0.13971984318006925,25.0,65865.0,2194,258,820,923,193,943,402,541,2.31,14634.13,155,50,191,547,345,1808,15,47,1430,98,433,626300.0,202,135,1003,815,188,40,889,889,889,889,889,139,54,88,1001,58,2397
483,06037197700,197700,0.2793695376746834,31.0,44719.0,5146,816,1777,1832,721,1999,1012,987,2.57,18992.14,543,275,369,812,1083,3892,11,200,2827,150,1470,475400.0,347,556,2043,1731,312,367,1982,1982,1982,1982,1982,357,176,59,2087,88,4745
484,06037199000,199000,-0.4228193505944572,31.0,54572.0,5479,1279,1416,2232,552,1619,1119,500,3.38,9454.35,605,291,285,438,1582,3689,0,419,2888,128,1401,399200.0,250,337,1867,1487,380,300,1912,1912,1912,1912,1912,376,198,130,1721,102,3846
485,06037199110,199110,0.249859994459466,34.0,60430.0,2643,571,589,1113,370,725,532,193,3.65,7589.276999999999,272,156,181,116,688,1859,18,91,1180,158,781,462900.0,52,72,818,647,171,164,777,777,777,777,777,250,45,147,772,47,1917
486,06037199120,199120,1.3006109661555765,36.0,35776.0,4377,1141,1121,1456,659,1116,914,202,3.63,12019.93,528,238,222,128,1414,2798,7,298,1736,246,1442,484500.0,259,281,1187,955,232,370,1276,1276,1276,1276,1276,250,175,105,1140,24,2563
487,06037199201,199201,1.0161313578248992,33.0,34211.0,3650,1000,1083,1190,377,1123,768,355,3.25,23921.17,500,177,244,202,1166,2409,20,260,1429,236,1095,480000.0,271,322,1035,930,105,352,997,997,997,997,997,242,220,111,1213,90,2492
488,06037199202,199202,0.0703683073159544,31.0,56875.0,2993,661,838,1085,409,861,617,244,3.47,8122.07,279,108,167,307,855,1980,29,151,1423,126,859,514400.0,129,142,1089,870,219,179,924,924,924,924,924,250,113,99,911,50,2322
489,06037199300,199300,0.3501376415194961,35.0,65417.0,3665,618,843,1663,541,1278,656,622,2.85,3721.679,359,53,271,595,757,2853,0,143,2058,177,917,638800.0,126,200,1492,1417,75,117,1190,1190,1190,1190,1190,317,34,109,1317,39,3459
490,06037199400,199400,0.8018351420202143,30.0,47031.0,4396,862,1298,1783,453,1316,943,373,3.31,16994.15,479,317,221,299,1192,3063,33,257,2100,305,1266,483500.0,178,154,1759,1496,263,401,1443,1443,1443,1443,1443,325,107,59,1394,78,3178
491,06037199700,199700,-0.01113469040116085,28.0,36442.0,3119,622,917,1175,405,1094,702,392,2.84,8620.248,321,179,251,343,819,2244,15,114,1636,112,810,381600.0,201,278,1181,1005,176,246,1053,1053,1053,1053,1053,275,31,85,1192,98,2658
492,06037199800,199800,0.5126647437831435,33.0,35977.0,5428,1324,1288,1990,826,1565,1118,447,3.47,21586.61,842,229,345,149,1309,3856,0,184,2366,241,1644,464300.0,263,454,1740,1437,303,180,1667,1667,1667,1667,1667,469,246,249,1635,70,3826
493,06037199900,199900,0.5975709925391124,32.0,36403.0,2799,671,759,975,394,789,529,260,3.55,16363.76,402,184,123,80,729,1959,8,150,1211,160,844,439600.0,203,178,909,671,238,175,948,948,948,948,948,313,126,85,848,59,1798
494,06037201110,201110,-0.5253887006603912,30.0,56500.0,2214,450,521,924,319,738,506,232,2.99,5655.57,212,179,141,206,615,1515,0,127,1186,20,624,502000.0,88,98,879,789,90,147,746,746,746,746,746,197,58,114,791,53,2063
495,06037201120,201120,0.6691002927378891,34.0,50060.0,4035,1095,1184,1288,468,1313,943,370,3.07,13192.41,441,162,412,298,1316,2450,0,169,1834,280,931,539900.0,149,319,1521,1206,315,544,1247,1247,1247,1247,1247,295,148,173,1391,78,3395
496,06037201200,201200,0.170733395796291,33.0,44340.0,2720,668,605,1101,346,749,603,146,3.63,15979.24,321,122,230,76,646,1868,0,100,1349,74,687,474400.0,98,100,1032,947,85,179,863,863,863,863,863,201,92,104,775,26,1945
497,06037201301,201301,0.4409951657208182,36.0,46250.0,4069,1049,951,1565,504,1108,840,268,3.64,12166.71,450,207,283,168,1418,2558,0,151,1874,139,1075,550700.0,111,140,1531,1308,223,404,1412,1412,1412,1412,1412,300,102,109,1128,20,3020
498,06037201302,201302,0.07232122021726806,30.0,80000.0,4287,575,1085,1953,674,1890,839,1051,2.27,11195.94,164,116,414,1196,711,3336,0,46,2358,122,1236,426600.0,113,217,2131,1819,312,62,1284,1284,1284,1284,1284,464,130,204,1954,64,4910
499,06037201401,201401,0.2825030837966867,30.0,43681.0,4814,1163,1477,1608,566,1369,1050,319,3.52,9744.59,462,207,367,333,1455,3197,0,232,2123,203,1461,418500.0,229,251,1691,1378,313,311,1354,1354,1354,1354,1354,381,133,129,1460,91,3524
500,06037201402,201402,0.1366635032630607,33.0,56698.0,5149,1090,1209,1759,1091,1442,1112,330,3.57,6869.786,504,344,366,228,1305,3683,0,325,2384,153,1726,466100.0,136,71,2012,1560,452,458,1698,1698,1698,1698,1698,692,143,365,1452,10,3986
501,06037201501,201501,0.5923844684185585,31.0,54000.0,5356,1115,1614,1921,706,1548,1148,400,3.44,15608.52,491,389,367,301,1310,3826,30,301,2519,315,1572,467300.0,259,315,2052,1801,251,359,1782,1782,1782,1782,1782,373,156,306,1635,87,4112
502,06037201503,201503,1.0393998200107086,35.0,40231.0,3446,985,935,1126,400,967,728,239,3.56,20313.77,364,279,236,88,865,2341,8,163,1499,165,905,472100.0,222,268,1143,906,237,480,821,821,821,821,821,276,105,83,978,11,2315
503,06037201504,201504,-0.24784836171110555,28.0,51927.0,2243,499,746,716,282,617,502,115,3.64,15771.6,247,90,150,130,589,1542,0,125,1069,66,648,402900.0,85,89,893,679,214,68,769,769,769,769,769,211,60,74,651,34,1706
504,06037201601,201601,0.4400895356611411,35.0,60870.0,2282,489,631,807,355,656,478,178,3.48,10936.73,177,185,188,106,599,1620,19,117,1061,133,644,459500.0,136,35,829,719,110,92,749,749,749,749,749,219,57,72,689,33,1803
505,06037201602,201602,0.4511711570989905,33.0,59853.0,2780,551,717,1128,384,786,600,186,3.47,6755.866999999999,210,165,206,205,685,2031,0,144,1334,168,810,448200.0,54,73,1191,933,258,82,938,938,938,938,938,284,66,77,874,88,2201
506,06037201700,201700,1.0373672029739986,31.0,58717.0,5737,830,2776,1538,593,1377,918,459,3.18,8767.529,387,245,342,403,2772,2848,0,1006,2593,421,2032,456400.0,146,171,1999,1802,197,193,1439,1439,1439,1439,1439,411,158,148,1510,133,3860
507,06037203100,203100,1.3385124716851484,37.0,29299.0,4426,1306,1175,1555,390,1225,978,247,3.61,17436.06,863,176,176,10,1459,2839,23,235,1888,127,1245,325000.0,242,282,1552,1437,115,661,1438,1438,1438,1438,1438,313,84,16,1271,46,2893
508,06037203200,203200,0.2936620612342583,32.0,46699.0,5168,1463,1413,1816,476,1319,1037,282,3.92,25940.94,628,250,315,126,1627,3327,0,261,2269,92,1489,345400.0,238,248,1623,1280,343,500,1518,1518,1518,1518,1518,351,82,185,1353,34,3090
509,06037203300,203300,1.5262458405250965,29.0,34632.0,1982,829,583,384,186,415,206,209,3.15,3447.494,189,72,63,91,1089,819,8,607,484,110,1007,347600.0,131,113,315,297,18,233,335,335,335,335,335,153,39,57,466,51,848
510,06037203500,203500,0.4462571674643002,30.0,37708.0,2984,720,959,937,368,938,637,301,3.15,4730.8,245,153,285,255,859,1976,0,133,1321,33,985,357600.0,188,253,913,769,144,318,977,977,977,977,977,249,33,62,1040,102,2095
511,06037203600,203600,0.030722164032850385,32.0,50612.0,5238,1330,1521,1988,399,1365,1114,251,3.84,24514.47,790,162,308,105,1414,3582,15,275,2488,62,1490,388500.0,337,255,1872,1584,288,349,1828,1828,1828,1828,1828,357,95,34,1489,124,3208
512,06037203710,203710,0.49741253122328916,37.0,40640.0,3161,936,815,1122,288,819,657,162,3.86,29024.33,475,153,127,64,944,2082,17,233,1384,61,883,369900.0,189,152,1101,855,246,395,985,985,985,985,985,186,34,20,853,34,2068
513,06037203720,203720,0.8726997701435096,33.0,35106.0,4237,1204,1019,1681,333,1037,802,235,4.09,34181.75,548,170,225,94,1158,2829,28,220,1740,97,1345,472500.0,316,299,1262,1108,154,434,1252,1252,1252,1252,1252,262,89,87,1103,66,2252
514,06037203800,203800,0.39237367640507964,33.0,43234.0,4941,1349,1545,1469,578,1151,949,202,4.29,26256.39,479,339,228,105,1616,3025,0,350,2055,127,1515,376500.0,194,248,1607,1199,408,515,1643,1643,1643,1643,1643,331,134,119,1187,36,2770
515,06037203900,203900,0.4210590522739675,25.0,49712.0,3179,819,845,1151,364,723,617,106,4.31,18343.38,334,171,129,89,945,2108,0,160,1464,129,872,392500.0,85,152,1233,1036,197,230,1021,1021,1021,1021,1021,245,58,43,747,24,1836
516,06037204110,204110,0.041538008889722096,32.0,46875.0,3299,806,875,1262,356,853,706,147,3.87,14151.28,394,204,176,79,1117,2113,0,266,1472,130,1050,385800.0,140,169,1148,949,199,138,1029,1029,1029,1029,1029,309,81,81,878,25,2271
517,06037204120,204120,0.7987621679910614,29.0,46964.0,2960,770,677,1168,345,741,554,187,3.98,29105.19,390,112,164,75,829,2090,0,258,1307,101,914,409200.0,72,107,1050,909,141,207,1047,1047,1047,1047,1047,172,52,77,741,0,1899
518,06037204200,204200,0.5665712886741743,33.0,32378.0,3680,1138,1000,1286,256,966,703,263,3.81,31643.73,511,217,167,71,1163,2353,25,330,1524,94,1100,360400.0,189,299,1114,1020,94,424,1232,1232,1232,1232,1232,241,123,43,1020,54,2185
519,06037204300,204300,0.8889410025130553,33.0,37174.0,4986,1392,1374,1577,643,1258,933,325,3.88,20068.53,736,193,230,99,1477,3188,27,296,1760,174,1836,433700.0,332,269,1207,991,216,464,1350,1350,1350,1350,1350,410,235,95,1366,108,2719
520,06037204410,204410,0.5861564879372173,31.0,41932.0,2309,758,546,799,206,623,449,174,3.71,20143.97,341,76,150,56,761,1437,0,107,1032,24,565,410000.0,96,168,731,578,153,343,800,800,800,800,800,117,58,51,667,44,1355
521,06037204420,204420,0.8293751201328928,33.0,27865.0,3094,846,794,1286,168,939,637,302,3.16,26529.42,504,224,173,38,904,2085,0,102,1216,94,980,442600.0,241,279,721,632,89,495,888,888,888,888,888,199,97,36,1007,68,1857
522,06037204600,204600,0.5854418807714539,33.0,31042.0,4121,1045,1231,1403,442,1180,783,397,3.47,18918.46,618,271,166,125,1354,2658,0,219,1576,118,1505,365200.0,251,297,1115,947,168,334,1234,1234,1234,1234,1234,334,158,97,1212,32,2540
523,06037204700,204700,0.24258078319360676,29.0,55766.0,5676,1515,1560,2097,504,1245,1132,113,4.56,14539.89,607,320,227,91,1730,3744,10,342,2618,172,1512,388300.0,161,230,2064,1881,183,312,1726,1726,1726,1726,1726,362,111,92,1280,35,3282
524,06037204810,204810,0.17953552058816294,28.0,44864.0,5462,1277,1524,2166,495,1248,1150,98,4.38,18379.16,661,299,235,53,1698,3547,0,369,2463,173,1685,438300.0,200,257,1907,1741,166,631,1990,1990,1990,1990,1990,298,170,88,1283,35,3143
525,06037204820,204820,-0.3835100891348888,28.0,39907.0,2146,524,549,793,280,502,458,44,4.26,17361.29,282,141,56,23,639,1472,5,139,939,22,742,368600.0,76,94,602,516,86,192,669,669,669,669,669,179,54,82,557,55,1321
526,06037204910,204910,0.32113317820097215,28.0,37143.0,3263,813,856,1230,364,900,688,212,3.61,16304.32,446,200,183,71,889,2244,20,164,1496,87,975,479200.0,245,168,1076,916,160,264,1098,1098,1098,1098,1098,275,94,63,935,35,2095
527,06037204920,204920,0.4691132014520697,28.0,40273.0,2639,744,489,1047,359,647,539,108,4.08,7511.196,333,155,105,54,771,1745,0,112,1060,63,829,396300.0,127,90,878,818,60,201,628,628,628,628,628,243,60,82,695,48,1601
528,06037205110,205110,0.6063621256228722,31.0,44468.0,3861,1257,1150,1315,139,846,710,136,4.56,34847.63,498,183,100,65,1084,2493,11,203,1780,66,848,,259,239,1179,1055,124,457,1407,1407,1407,1407,1407,95,37,47,874,28,1977
529,06037205120,205120,0.9819389843044672,28.0,29505.0,3521,1075,841,1309,296,963,758,205,3.66,6220.013000000001,553,220,138,52,1284,2107,4,198,1467,22,1045,361100.0,205,280,1184,1063,121,480,1141,1141,1141,1141,1141,259,130,30,988,25,2176
530,06037206010,206010,1.265594417263398,32.0,38734.0,3943,846,911,1521,665,1189,746,443,3.29,7201.219,559,147,254,229,969,2857,15,212,1653,200,1384,494200.0,247,213,1001,864,137,227,1070,1070,1070,1070,1070,325,184,37,1219,30,2658
531,06037206020,206020,-0.5742733963632886,38.0,89333.0,8666,33,5037,3517,79,288,93,195,1.93,26617.28,5,18,70,195,365,8296,114,152,428,19,8204,,85,86,274,243,31,28,265,265,265,265,265,8,0,0,311,23,689
532,06037206031,206031,-0.8536082280395552,29.0,90590.0,3788,227,1892,1480,189,2323,584,1739,1.63,2136.4970000000003,84,155,534,1550,573,3102,0,31,2887,53,652,668800.0,368,444,1781,1525,256,46,1788,1788,1788,1788,1788,126,51,38,2643,320,5268
