,Geo_FIPS,Geo_TRACT,r_concentrated_disadvantage,r_commute_time,r_median_household_income,a_total_population,a_pop_below_18,a_pop_between_18_34,a_pop_between_34_65,a_pop_over_65,a_occupied_households,a_family_households,a_nonfamily_households,r_average_household_size,r_population_density,a_householder_less_than_high_school,a_householder_high_school_degree,a_householder_some_college,a_householder_bachelors_degree,a_older_than_3_in_school,a_older_than_3_not_in_school,a_not_high_school_grad,a_high_school_grad,a_employed,a_unemployed,a_not_in_labor_force,r_median_house_value,a_30_49_percet_income_to_rent,a_over_50_percent_income_to_rent,a_commuters_by_car_truck_van,a_commuters_by_car_truck_van_alone,a_commuters_by_car_truck_van_carpool,a_children_living_with_single_parents,a_private_sector,a_public_sector,a_self_employed,a_private_non-profit,a_unpaid_family_workers,a_households_social_security_income,a_households_SsI,a_households_retirement_income,a_housing_units,a_vacant_units,a_total_cars
533,06037206032,206032,0.5212263191176763,33.0,35706.0,5185,1141,1544,1570,930,1688,1047,641,2.99,14001.98,732,358,348,250,1179,3841,6,279,2325,99,1830,465400.0,418,499,1607,1310,297,565,1601,1601,1601,1601,1601,634,353,99,1780,92,3405
534,06037206050,206050,1.2005019575696596,31.0,23007.0,2010,339,480,608,583,827,438,389,2.33,3167.697,393,213,112,109,407,1549,0,78,745,80,904,380000.0,286,240,522,472,50,164,560,560,560,560,560,417,153,117,848,21,1555
535,06037206200,206200,1.397460042172876,30.0,21250.0,3971,224,1141,1611,995,2327,382,1945,1.52,17771.46,449,404,608,866,721,3199,0,55,1505,170,2088,434000.0,743,441,795,762,33,141,996,996,996,996,996,764,563,173,2422,95,3872
536,06037206300,206300,2.5121867149993236,39.0,10294.0,5702,95,622,4312,673,2438,39,2399,1.03,23948.7,694,758,724,262,279,5390,14,5,1020,395,4192,,672,620,145,141,4,39,441,441,441,441,441,622,898,77,2864,426,2940
537,06037207101,207101,0.7132600252390728,30.0,38843.0,4068,682,1483,1244,659,1803,762,1041,2.26,35098.83,396,223,420,764,1086,2895,0,46,1895,224,1307,422700.0,557,599,1408,1321,87,196,1411,1411,1411,1411,1411,423,176,80,1866,63,3804
538,06037207102,207102,0.3865339685589967,29.0,26327.0,2866,346,849,872,799,1218,644,574,2.35,17884.58,407,235,295,281,678,2148,0,96,1144,179,1250,494400.0,331,329,560,457,103,77,807,807,807,807,807,448,330,17,1267,49,2323
539,06037207103,207103,1.1038277491155806,26.0,27292.0,2324,380,509,922,513,923,471,452,2.51,18570.17,399,115,159,250,451,1795,0,44,953,139,871,551500.0,262,304,535,449,86,134,689,689,689,689,689,248,142,83,954,31,1798
540,06037207301,207301,0.19657333951460998,33.0,52581.0,4806,209,1556,2322,719,3492,592,2900,1.38,28940.57,428,425,933,1706,569,4142,0,50,3249,205,1183,663500.0,901,672,1143,1105,38,16,1911,1911,1911,1911,1911,693,283,87,4118,626,5862
541,06037207302,207302,0.30846630208904896,30.0,39809.0,4556,98,2059,2127,272,3163,516,2647,1.44,46067.06,266,328,802,1767,326,4230,0,1,2959,226,1273,500000.0,529,857,1621,1556,65,34,2243,2243,2243,2243,2243,536,262,27,3723,560,5736
542,06037207400,207400,-0.274510702454794,20.0,,1384,29,754,536,65,276,66,210,1.87,4153.792,0,26,54,196,120,1258,9,5,346,23,991,,62,60,228,211,17,13,156,156,156,156,156,30,25,0,310,34,664
543,06037207501,207501,-0.23813264929002273,29.0,64206.0,2252,130,968,874,280,1390,370,1020,1.62,43421.3,24,81,368,917,458,1703,0,58,1523,102,509,563800.0,365,232,803,678,125,12,1062,1062,1062,1062,1062,173,0,101,1607,217,3020
544,06037207502,207502,0.2935391103469114,19.0,19380.0,2851,40,680,666,1465,2187,430,1757,1.3,17649.24,587,239,423,938,135,2701,0,0,1197,65,1549,,607,187,532,476,56,0,813,813,813,813,813,894,676,64,2334,147,3373
545,06037207710,207710,0.016789525907194763,29.0,90667.0,4350,270,2043,1516,521,2940,580,2360,1.46,10231.01,228,225,398,2089,852,3359,0,49,2775,130,1200,795500.0,646,577,1301,1223,78,111,1898,1898,1898,1898,1898,316,132,69,3483,543,5585
546,06037207900,207900,-0.11658215953072174,29.0,88800.0,6133,515,3220,2063,335,3440,955,2485,1.67,17589.19,28,136,855,2421,1517,4449,12,386,3802,199,1790,685700.0,580,804,2384,2122,262,43,2710,2710,2710,2710,2710,243,43,19,4047,607,7601
547,06037208000,208000,0.9731620314720677,28.0,34914.0,7646,1752,3034,2466,394,2557,1482,1075,2.99,20390.92,634,545,576,802,2249,5136,109,401,3263,459,2347,,731,827,2583,2170,413,798,2122,2122,2122,2122,2122,356,289,76,2586,29,5968
548,06037208301,208301,0.25806098530270233,35.0,45000.0,2217,628,751,787,51,550,420,130,4.03,61771.86,247,171,112,20,725,1422,42,172,1119,73,496,801500.0,72,211,545,437,108,245,951,951,951,951,951,44,26,9,560,10,1108
549,06037208302,208302,1.1603124273725545,34.0,32153.0,4741,1089,1579,1595,478,1526,979,547,3.04,27909.15,630,279,334,283,1407,3204,10,189,2186,277,1276,582200.0,462,435,1287,1108,179,467,1441,1441,1441,1441,1441,339,202,59,1667,141,3302
550,06037208401,208401,0.28220656680925793,37.0,28720.0,4479,950,1436,1381,712,1465,850,615,3.06,50507.91,675,259,234,297,1068,3242,0,108,2258,146,1180,,496,330,1137,966,171,307,1667,1667,1667,1667,1667,318,177,72,1517,52,2837
551,06037208402,208402,0.00285718552922409,32.0,41974.0,2826,609,891,1080,246,816,543,273,3.46,21479.99,285,182,178,171,843,1897,24,136,1402,95,763,603400.0,212,229,935,806,129,126,1046,1046,1046,1046,1046,172,119,58,857,41,1833
552,06037208501,208501,-0.25355642126449185,35.0,56838.0,2388,424,573,1052,339,825,461,364,2.88,25429.31,216,141,151,317,495,1785,17,113,1298,82,635,599300.0,198,154,902,774,128,73,914,914,914,914,914,160,79,143,932,107,2051
553,06037208502,208502,0.42477452908358837,37.0,37149.0,3933,1015,980,1573,365,1272,848,424,3.06,39022.01,438,326,362,146,1157,2657,0,257,1975,152,898,,353,228,1200,982,218,471,1446,1446,1446,1446,1446,210,166,36,1369,97,2569
554,06037208610,208610,0.8704144261233943,36.0,46797.0,4441,675,1397,1874,495,1491,944,547,2.91,32850.39,302,247,388,554,859,3462,0,142,2486,332,995,611100.0,306,437,1747,1390,357,238,1837,1837,1837,1837,1837,199,91,121,1613,122,3345
555,06037208620,208620,0.5569878980301985,32.0,39865.0,4319,797,1305,1642,575,1666,906,760,2.57,34489.95,250,297,495,624,933,3212,0,188,2374,279,937,605300.0,445,412,1641,1517,124,293,1723,1723,1723,1723,1723,349,118,99,1840,174,3490
556,06037208710,208710,-0.02992952836266264,30.0,59429.0,4622,809,971,2302,540,2004,1131,873,2.3,70260.15,166,295,536,1007,996,3467,0,179,2759,158,993,373800.0,404,426,2016,1790,226,185,1943,1943,1943,1943,1943,297,108,92,2110,106,4688
557,06037208720,208720,1.443301480634245,45.0,26463.0,4338,1123,1230,1744,241,1573,919,654,2.76,68202.27,600,334,297,342,1222,2986,34,230,2221,224,933,,357,541,980,690,290,640,1608,1608,1608,1608,1608,176,175,10,1681,108,2796
558,06037208801,208801,0.32939704703726574,36.0,32567.0,2942,488,890,1015,549,1241,526,715,2.36,32528.95,366,248,245,382,565,2289,0,110,1559,48,928,,498,301,552,484,68,183,1234,1234,1234,1234,1234,348,171,48,1358,117,2070
559,06037208802,208802,0.6193232963639874,39.0,32784.0,3533,758,1095,1257,423,1466,711,755,2.41,43265.46,342,187,343,594,790,2612,18,66,1760,201,861,741700.0,436,479,991,779,212,269,1275,1275,1275,1275,1275,255,173,55,1563,97,2701
560,06037208902,208902,0.48841471715884033,37.0,34911.0,2823,695,931,1091,106,704,453,251,3.9,39726.03,512,46,80,66,540,2119,9,75,1642,120,410,,250,189,386,252,134,345,1002,1002,1002,1002,1002,25,30,0,752,48,1127
561,06037208903,208903,0.8433610160439864,38.0,28299.0,4212,946,1521,1400,345,1143,722,421,3.33,68486.2,692,229,134,88,853,3182,19,140,2247,183,914,,259,429,815,556,259,491,1626,1626,1626,1626,1626,162,56,17,1224,81,1835
562,06037208904,208904,0.9497940819501115,34.0,26588.0,4114,1021,1148,1436,509,1277,751,526,3.14,95046.7,822,217,158,80,1038,2988,15,151,2191,154,855,,287,307,507,369,138,429,1451,1451,1451,1451,1451,253,141,44,1398,121,2008
563,06037209102,209102,0.930320140172433,40.0,26559.0,5734,1347,2098,1813,476,2082,1131,951,2.75,48716.05,947,328,358,449,1403,4107,34,155,2854,178,1455,451900.0,453,726,1000,931,69,534,1971,1971,1971,1971,1971,396,197,41,2131,49,3421
564,06037209103,209103,1.7477763118277083,34.0,26026.0,3708,1147,1038,1352,171,1065,761,304,3.48,77439.63,642,206,120,97,1133,2323,28,314,1614,138,982,,356,368,613,489,124,534,1225,1225,1225,1225,1225,142,55,49,1134,69,1889
565,06037209104,209104,1.0836692358764948,41.0,24455.0,2630,798,779,902,151,966,523,443,2.66,97367.97,437,162,208,159,923,1554,4,99,1180,120,593,,295,288,590,447,143,437,966,966,966,966,966,160,161,16,987,21,1705
566,06037209200,209200,-0.05173136856724489,24.0,46393.0,4356,749,1909,1430,268,2051,818,1233,2.12,27436.74,201,212,408,1230,1334,2944,0,133,2343,96,1219,610100.0,680,469,1233,1040,193,264,1511,1511,1511,1511,1511,180,115,85,2381,330,4510
567,06037209300,209300,0.6690724243345192,32.0,27972.0,4684,1056,1658,1652,318,1939,867,1072,2.41,39604.67,625,182,523,609,1348,3174,19,283,2524,171,1035,347100.0,636,586,1126,844,282,493,1765,1765,1765,1765,1765,187,160,26,2224,285,3560
568,06037209401,209401,1.3550420143086568,34.0,24854.0,4428,1263,1020,1641,504,1531,884,647,2.73,53177.47,609,331,316,275,1400,2867,14,221,1859,185,1232,,483,407,1090,842,248,547,1296,1296,1296,1296,1296,221,156,13,1636,105,2671
569,06037209402,209402,1.1148965935531916,43.0,31037.0,3945,980,1515,1252,198,1196,771,425,3.26,74999.1,740,258,78,120,869,2947,89,150,2282,227,584,,277,425,387,176,211,598,1351,1351,1351,1351,1351,111,94,11,1311,115,1578
570,06037209403,209403,1.0868560728049543,38.0,22922.0,3844,806,1021,1361,656,1357,672,685,2.72,72040.42,688,218,252,199,980,2794,16,185,1779,201,1191,,400,488,699,593,106,399,1256,1256,1256,1256,1256,447,217,50,1393,36,2100
571,06037209510,209510,0.4805354799050705,35.0,27740.0,3004,748,930,970,356,1021,631,390,2.87,42635.65,427,187,215,192,796,2107,37,121,1430,125,795,369600.0,255,341,720,513,207,266,1054,1054,1054,1054,1054,202,65,22,1102,81,1896
572,06037209520,209520,0.843710003783682,33.0,30760.0,2821,795,828,977,221,951,545,406,2.96,31605.58,443,196,183,129,686,1975,14,86,1409,146,525,,325,299,675,570,105,437,1000,1000,1000,1000,1000,108,126,27,1030,79,1744
573,06037209810,209810,0.8632240539943906,36.0,27399.0,2668,555,659,885,569,729,411,318,2.93,46119.83,313,127,163,126,507,2064,0,111,1149,169,857,572400.0,181,243,492,351,141,296,846,846,846,846,846,106,26,0,793,64,1225
574,06037209820,209820,1.4823145141404341,41.0,26392.0,3262,1163,780,1133,186,831,611,220,3.9,47170.36,477,149,115,90,963,2059,20,210,1363,203,662,557100.0,230,290,593,465,128,576,1040,1040,1040,1040,1040,98,68,44,880,49,1613
575,06037210010,210010,0.5852071203819471,35.0,28359.0,3712,814,1006,1397,495,1243,676,567,2.98,23507.64,546,254,213,230,930,2674,0,170,1952,92,928,311800.0,367,303,993,714,279,372,1414,1414,1414,1414,1414,324,173,65,1287,44,2322
576,06037211000,211000,-0.5242605614743047,26.0,133485.0,5055,1141,1234,2008,672,1872,1178,694,2.69,4927.952,9,174,239,1450,1143,3724,0,178,2722,146,1145,1699000.0,129,120,2231,2045,186,107,1741,1741,1741,1741,1741,464,17,161,2150,278,5256
577,06037211120,211120,0.7055888945793503,32.0,46231.0,5738,783,1975,2457,523,2461,1322,1139,2.31,26206.94,344,292,704,1121,1484,4097,0,225,3119,366,1527,475000.0,644,491,2422,1947,475,82,2322,2322,2322,2322,2322,222,54,41,2765,304,5624
578,06037211121,211121,-0.3475924584299156,29.0,53750.0,2186,387,780,798,221,820,412,408,2.64,26466.38,110,185,195,330,459,1642,10,89,1185,54,610,1019200.0,158,178,990,884,106,120,926,926,926,926,926,158,49,54,983,163,1953
579,06037211122,211122,-0.06962513775235962,34.0,47278.0,3224,562,1177,1188,297,1234,630,604,2.53,22842.44,215,148,180,691,686,2402,0,87,1763,28,882,645800.0,286,353,1329,1246,83,116,1346,1346,1346,1346,1346,111,58,4,1369,135,2653
580,06037211201,211201,0.29096282364526616,32.0,42383.0,2547,419,1067,882,179,862,455,407,2.87,47332.62,244,264,165,189,559,1921,12,92,1498,70,614,726900.0,266,246,1009,910,99,229,1219,1219,1219,1219,1219,111,50,16,976,114,1846
581,06037211202,211202,0.03323944894569825,32.0,40378.0,2450,454,796,915,285,895,486,409,2.74,35416.12,273,132,254,236,538,1815,9,108,1379,53,627,803600.0,212,223,774,673,101,133,1088,1088,1088,1088,1088,228,58,28,1055,160,1747
582,06037211310,211310,-0.17470576981651365,37.0,40605.0,3946,967,1214,1460,305,1189,767,422,3.29,70998.01,419,278,133,359,1023,2785,0,190,2084,66,949,,334,288,1246,1119,127,233,1599,1599,1599,1599,1599,120,15,26,1360,171,2370
583,06037211320,211320,0.8090992066937258,38.0,30370.0,3195,771,989,1196,239,1224,670,554,2.59,44424.34,413,199,230,382,652,2319,0,158,1599,109,803,,254,532,880,770,110,650,1011,1011,1011,1011,1011,230,103,34,1369,145,2146
584,06037211410,211410,0.12266153479437518,27.0,39605.0,2805,484,755,1274,292,1150,654,496,2.36,26828.3,272,164,228,486,597,2168,0,110,1548,127,715,,310,351,1175,976,199,203,1279,1279,1279,1279,1279,186,83,37,1232,82,2420
585,06037211420,211420,-0.2128502560868692,34.0,43472.0,3452,639,1039,1489,285,1320,641,679,2.59,23461.63,242,267,315,496,676,2661,33,129,2091,61,742,669100.0,232,358,1487,1436,51,252,1532,1532,1532,1532,1532,144,49,82,1437,117,2947
586,06037211500,211500,-0.3021051212206666,30.0,58309.0,4049,779,697,1968,605,1637,938,699,2.47,11536.23,264,230,239,904,853,3140,10,115,2259,98,1010,1789200.0,378,276,1636,1545,91,122,1631,1631,1631,1631,1631,343,42,111,1916,279,4111
587,06037211701,211701,-0.04394674645648684,29.0,61897.0,2744,634,489,1234,387,1108,701,407,2.47,10908.26,79,234,201,594,619,1980,0,92,1473,101,610,1639400.0,362,176,1208,1110,98,162,1149,1149,1149,1149,1149,259,79,42,1278,170,2811
588,06037211703,211703,-0.18063715065470798,31.0,50498.0,4490,601,1576,1852,461,2052,996,1056,2.18,63163.92,423,416,323,890,764,3603,22,167,2984,100,876,758400.0,667,475,2045,1956,89,255,2186,2186,2186,2186,2186,312,96,94,2176,124,4389
589,06037211704,211704,0.5154030509949729,30.0,37172.0,2943,363,1009,1104,467,1576,626,950,1.86,41214.06,131,359,299,787,447,2396,10,98,1800,166,666,410800.0,420,485,1458,1403,55,83,1247,1247,1247,1247,1247,264,109,52,1853,277,3301
590,06037211802,211802,-0.589325738104732,29.0,40625.0,4463,806,1163,2032,462,2113,1037,1076,2.1,35521.05,268,337,434,1074,1021,3376,0,36,2500,53,1113,370800.0,460,613,1713,1523,190,111,1903,1903,1903,1903,1903,307,110,46,2440,327,4383
591,06037211803,211803,-0.4152119774313294,27.0,50115.0,3403,549,1233,1467,154,1474,893,581,2.3,63168.18,76,274,249,875,768,2530,0,88,2078,74,743,301800.0,396,381,1718,1499,219,150,1632,1632,1632,1632,1632,125,57,64,1762,288,3370
592,06037211804,211804,-0.06513575783111203,28.0,39469.0,3212,477,691,1530,514,1292,822,470,2.45,44736.13,116,242,297,637,847,2280,0,108,1329,104,1377,773800.0,416,362,914,830,84,114,970,970,970,970,970,301,97,58,1448,156,2753
593,06037211910,211910,0.2692363995532253,34.0,45114.0,4403,916,1732,1514,241,1699,819,880,2.58,82656.0,383,314,463,539,1164,3070,25,121,2541,240,801,336400.0,459,429,1545,1485,60,205,1894,1894,1894,1894,1894,148,40,52,1966,267,3458
594,06037211921,211921,-0.5171093414614294,31.0,33407.0,2519,484,788,1053,194,1041,607,434,2.42,70406.09,155,205,198,483,720,1724,0,19,1314,32,682,,232,453,777,739,38,133,989,989,989,989,989,118,16,29,1164,123,2099
595,06037211922,211922,-0.1415670082556117,34.0,47778.0,3522,705,1466,1022,329,1318,832,486,2.67,98198.34,378,158,296,486,733,2577,0,75,1981,97,786,,372,323,1156,1065,91,186,1585,1585,1585,1585,1585,175,73,25,1507,189,2698
596,06037212101,212101,0.21419319668407977,30.0,52652.0,3165,415,1248,1125,377,1426,615,811,2.22,44123.76,125,304,356,641,862,2202,11,92,1890,118,773,573200.0,549,258,1309,1208,101,50,1550,1550,1550,1550,1550,147,123,45,1456,30,2993
597,06037212102,212102,-0.18944611898000568,31.0,27333.0,2301,378,782,587,554,1160,407,753,1.98,42981.54,122,238,387,413,481,1679,0,45,1126,37,787,,176,450,728,673,55,118,799,799,799,799,799,353,147,108,1425,265,2141
598,06037212202,212202,0.8913122374738077,34.0,36236.0,3484,772,1228,1179,305,1215,708,507,2.85,43702.71,439,324,136,316,849,2514,0,161,1919,257,609,,317,349,1321,1137,184,316,1438,1438,1438,1438,1438,194,49,22,1297,82,2535
599,06037212203,212203,1.1911025801006856,38.0,22938.0,2978,522,892,1070,494,1473,527,946,2.02,72547.73,607,256,215,395,762,2119,21,65,1568,116,788,,359,518,681,529,152,249,1142,1142,1142,1142,1142,284,184,44,1585,112,2397
600,06037212204,212204,0.5260897530725082,38.0,28708.0,3383,914,847,1283,339,1255,766,489,2.7,41100.12,504,316,188,247,775,2427,0,127,1672,103,791,373500.0,352,387,767,643,124,400,1235,1235,1235,1235,1235,181,82,28,1345,90,2322
601,06037212303,212303,0.3174774584545139,36.0,34400.0,3966,780,1519,1439,228,1520,634,886,2.59,65995.22,510,326,284,400,1013,2800,22,83,2221,191,793,,470,452,1166,980,186,444,1633,1633,1633,1633,1633,139,65,54,1633,113,2743
602,06037212304,212304,1.3148338226934007,36.0,29479.0,1817,382,710,565,160,805,387,418,2.26,22880.69,232,110,255,208,429,1341,21,70,969,89,412,,270,238,418,356,62,198,778,778,778,778,778,96,56,19,908,103,1238
603,06037212305,212305,1.0134752322843577,38.0,36250.0,3126,862,899,1200,165,1046,609,437,2.99,74925.52,347,278,138,283,809,2141,0,87,1543,199,564,,307,290,797,690,107,413,1195,1195,1195,1195,1195,156,83,40,1130,84,2008
604,06037212306,212306,-0.14097303933038063,34.0,41162.0,3366,680,765,1557,364,1191,694,497,2.79,53840.45,323,309,207,352,632,2562,13,101,1822,144,803,446000.0,378,297,1180,1038,142,267,1374,1374,1374,1374,1374,176,83,56,1276,85,2492
605,06037212410,212410,0.1636155911816416,35.0,43278.0,4378,665,1632,1783,298,1713,789,924,2.56,72134.97,386,344,345,638,799,3398,0,136,2710,219,833,598700.0,536,523,1359,1198,161,170,2102,2102,2102,2102,2102,193,74,17,1863,150,3304
606,06037212420,212420,0.26878236083284984,34.0,35031.0,3539,811,1167,1238,323,1227,780,447,2.84,63894.82,340,249,298,340,822,2585,0,179,1883,128,811,636000.0,361,424,1023,956,67,369,1348,1348,1348,1348,1348,169,73,36,1349,122,2389
607,06037212501,212501,0.31512012158257424,33.0,38538.0,1912,250,721,753,188,955,372,583,2.0,62214.9,192,84,246,433,386,1493,4,67,1196,82,403,700000.0,252,275,701,641,60,120,877,877,877,877,877,100,49,22,1033,78,1862
608,06037212502,212502,0.16234276130403041,27.0,46910.0,2589,291,1001,971,326,1211,554,657,2.09,23520.98,111,170,293,637,519,2056,0,188,1686,62,621,528800.0,337,289,1260,1169,91,66,1090,1090,1090,1090,1090,174,30,42,1360,149,2588
609,06037212610,212610,0.06391255055698859,30.0,39920.0,3896,495,1083,1649,669,1783,895,888,2.19,28252.62,264,247,467,805,712,3082,10,55,2151,152,1126,826700.0,357,578,1589,1352,237,126,1430,1430,1430,1430,1430,382,187,30,1943,160,3890
610,06037212620,212620,0.47124640158391223,36.0,39375.0,4230,815,1106,1842,467,1836,920,916,2.27,37958.73,359,462,353,662,1043,3077,0,240,2403,125,984,1008100.0,547,537,1575,1451,124,305,1717,1717,1717,1717,1717,211,78,50,1885,49,3841
611,06037212701,212701,0.767062550084371,28.0,43750.0,2389,422,568,911,488,810,471,339,2.77,13175.59,139,165,201,305,498,1806,22,66,1094,90,825,898900.0,99,227,977,903,74,198,725,725,725,725,725,236,45,53,846,36,2017
612,06037212702,212702,-0.2551144038439748,30.0,72273.0,3684,536,715,1791,642,1458,892,566,2.44,10835.01,90,195,446,727,708,2895,0,31,2204,123,839,993100.0,145,286,1828,1663,165,87,1252,1252,1252,1252,1252,406,49,143,1570,112,4134
613,06037212800,212800,0.1239784091763419,34.0,48125.0,3778,707,884,1572,615,1477,901,576,2.56,12524.38,245,190,436,606,842,2812,0,183,2052,94,1048,912200.0,258,187,1519,1432,87,107,1367,1367,1367,1367,1367,370,121,107,1531,54,3762
614,06037212900,212900,-0.07401067971124493,33.0,43266.0,4340,900,1248,1712,480,1549,964,585,2.77,30085.51,361,362,420,406,996,3116,0,241,2375,149,985,807200.0,398,329,1692,1550,142,422,1702,1702,1702,1702,1702,255,96,41,1595,46,3620
615,06037213100,213100,0.13442329469227948,30.0,41719.0,3000,635,631,1324,410,938,676,262,3.09,14468.02,212,145,240,341,724,2132,0,95,1447,114,849,814700.0,187,199,1063,820,243,227,970,970,970,970,970,138,74,19,1024,86,2337
616,06037213201,213201,0.8854001498041876,34.0,30335.0,4330,1224,810,1726,570,1493,995,498,2.9,33482.36,407,274,278,534,1233,2886,0,216,1904,149,1202,608000.0,396,619,1100,950,150,344,1325,1325,1325,1325,1325,327,138,28,1654,161,3223
617,06037213202,213202,0.7877050834489301,36.0,37656.0,3734,734,1162,1392,446,1304,843,461,2.84,28618.91,381,426,261,236,1001,2658,0,221,1952,200,899,577800.0,276,296,1279,1113,166,410,1427,1427,1427,1427,1427,274,135,57,1426,122,2827
618,06037213310,213310,0.1547264232889226,34.0,50337.0,3492,688,959,1487,358,1075,669,406,3.23,28979.68,305,313,169,288,711,2632,17,87,2204,155,523,610900.0,243,205,1446,1290,156,282,1514,1514,1514,1514,1514,208,60,32,1211,136,2409
619,06037213320,213320,-0.03681611101311749,35.0,26971.0,2474,395,685,1039,355,1053,534,519,2.35,20574.34,410,198,185,260,494,1893,0,47,1413,54,623,682300.0,318,253,894,861,33,58,964,964,964,964,964,293,71,20,1082,29,1991
620,06037213401,213401,0.658025957058532,33.0,31536.0,5285,1319,1638,2018,310,1696,1164,532,3.11,69801.56,644,475,215,362,1351,3636,17,351,2971,247,976,,406,725,1759,1323,436,747,2154,2154,2154,2154,2154,167,133,24,1794,98,3450
621,06037213402,213402,0.49654040024391655,33.0,40578.0,4933,1289,1423,1749,472,1603,1111,492,3.07,32605.69,439,340,399,425,1452,3215,35,325,2379,239,1149,709300.0,554,422,1529,1272,257,528,1757,1757,1757,1757,1757,233,138,20,1793,190,3346
622,06037214000,214000,-0.5439903192446903,21.0,107750.0,3971,1320,498,1608,545,1350,824,526,2.94,10167.56,53,131,290,876,1303,2466,0,171,1630,164,980,1614500.0,87,161,1231,1178,53,48,870,870,870,870,870,384,37,170,1409,59,3473
623,06037214100,214100,-0.6651627737220401,26.0,101727.0,3921,1007,630,1761,523,1640,840,800,2.39,9163.155999999999,65,141,422,1012,1064,2740,0,122,2139,80,785,1957400.0,179,226,1628,1542,86,125,1300,1300,1300,1300,1300,360,45,78,1823,183,4386
